,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_E,Viento_S,Viento_SW,Viento_W,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
12,2015-01-01,1026.0,600.0,467.0,1.0,58.48,3.81,0.79,126.0,33.1,3.71,18.82903225806452,10.78064516129032,18.2,False,False,True,False,1,1,1049.0,1014.0,1048.0,1029.6666666666667,-23.0,0.5847953216374269,690.3333333333334,33.580000000000005,167.33333333333334,2.3333333333333335,8.0483870967742,16.131075268817206,51.83333333333332,11.011129975476326,18673.2,1054.0,1037.6666666666667
13,2015-02-01,930.0,549.0,428.0,1.0,59.03,3.37,0.89,112.0,33.21,3.82,19.62857142857143,10.603571428571428,9.5,False,False,True,False,2,1,1026.0,1049.0,1014.0,1001.6666666666666,-96.0,0.5903225806451613,635.0,33.38333333333333,154.66666666666666,1.6666666666666667,9.025000000000002,18.110599078341014,28.266666666666655,11.587188940092167,8835.0,919.0,942.5
14,2015-03-01,1042.0,565.0,416.0,4.0,54.22,3.6,3.31,121.0,33.61,3.44,18.02258064516129,10.264516129032256,86.7,False,False,False,True,3,1,930.0,1026.0,1049.0,999.3333333333334,112.0,0.5422264875239923,571.3333333333334,33.306666666666665,119.66666666666667,2.0,7.758064516129036,18.826728110599078,38.133333333333326,9.772320599343693,90341.40000000001,1046.0,1021.0909090909091
15,2015-04-01,992.0,587.0,496.0,3.0,59.17,3.9,2.33,129.0,33.07,3.84,14.97,8.273333333333333,141.4,False,False,True,False,4,2,1042.0,930.0,1026.0,988.0,-50.0,0.5917338709677419,567.0,33.29666666666667,120.66666666666667,2.6666666666666665,6.696666666666667,17.540384024577573,79.19999999999999,8.858256048387096,140268.80000000002,1011.0,1007.9090909090909
16,2015-05-01,1020.0,711.0,620.0,4.0,69.71,5.26,2.31,173.0,32.9,3.58,12.661290322580646,8.393548387096773,254.6,False,False,True,False,5,2,992.0,1042.0,930.0,1018.0,28.0,0.6970588235294117,621.0,33.193333333333335,141.0,3.6666666666666665,4.267741935483873,15.217956989247313,160.89999999999998,8.825664136622391,259692.0,1050.0,1025.909090909091
17,2015-06-01,990.0,486.0,338.0,3.0,49.09,3.7,2.46,122.0,33.0,2.77,10.046666666666663,5.693333333333333,162.8,False,False,True,False,6,2,1020.0,992.0,1042.0,1000.6666666666666,-30.0,0.4909090909090909,594.6666666666666,32.99,141.33333333333334,3.3333333333333335,4.35333333333333,12.559318996415769,186.26666666666665,4.931999999999999,161172.0,1013.0,1001.0
18,2015-07-01,1023.0,613.0,480.0,1.0,59.92,4.0,0.76,132.0,33.0,3.64,9.580645161290322,5.106451612903226,299.1,False,False,True,False,7,3,990.0,1020.0,992.0,1011.0,33.0,0.5992179863147605,603.3333333333334,32.96666666666667,142.33333333333334,2.6666666666666665,4.474193548387096,10.762867383512544,238.83333333333334,5.740894901144641,305979.30000000005,1023.0,1024.3636363636363
19,2015-08-01,996.0,556.0,456.0,3.0,55.82,4.02,2.33,129.0,32.13,3.53,10.235483870967744,5.003225806451613,215.6,False,True,False,False,8,3,1023.0,990.0,1020.0,1003.0,-27.0,0.5582329317269076,551.6666666666666,32.71,127.66666666666667,2.3333333333333335,5.232258064516132,9.95426523297491,225.8333333333333,5.713784168933801,214737.6,1038.0,1019.7272727272727
20,2015-09-01,996.0,583.0,818.0,1.0,58.53,4.49,0.67,149.0,33.2,5.49,10.68,4.963333333333334,69.3,False,False,True,False,9,3,996.0,1023.0,990.0,1005.0,0.0,0.5853413654618473,584.0,32.776666666666664,136.66666666666666,1.6666666666666667,5.716666666666666,10.165376344086022,194.66666666666666,6.25144578313253,69022.8,989.0,985.0909090909091
21,2015-10-01,1012.0,588.0,476.0,2.0,58.1,4.41,1.39,144.0,32.65,3.31,13.248387096774191,5.932258064516129,87.4,False,False,True,False,10,4,996.0,996.0,1023.0,1001.3333333333334,16.0,0.5810276679841897,575.6666666666666,32.660000000000004,140.66666666666666,2.0,7.316129032258062,11.387956989247312,124.09999999999998,7.697679459390538,88448.8,1048.0,1029.7272727272727
22,2015-11-01,977.0,502.0,418.0,2.0,51.38,3.44,1.79,112.0,32.57,3.73,14.96,7.81,69.2,False,False,True,False,11,4,1012.0,996.0,996.0,995.0,-35.0,0.5138178096212896,557.6666666666666,32.806666666666665,135.0,1.6666666666666667,7.150000000000001,12.96279569892473,75.29999999999998,7.686714431934494,67608.40000000001,1014.0,999.4545454545455
23,2015-12-01,1014.0,536.0,399.0,4.0,52.86,3.33,3.67,109.0,32.71,3.66,16.503225806451614,9.619354838709675,78.7,False,False,False,True,12,4,977.0,1012.0,996.0,1001.0,37.0,0.5285996055226825,542.0,32.64333333333334,121.66666666666667,2.6666666666666665,6.883870967741938,14.903870967741936,78.43333333333332,8.723598651142076,79801.8,1049.0,1034.6363636363637
24,2016-01-01,1046.0,592.0,534.0,2.0,56.6,4.06,1.46,137.0,33.74,3.9,20.141935483870967,11.229032258064516,37.2,False,False,True,False,1,1,1014.0,977.0,1012.0,1012.3333333333334,32.0,0.5659655831739961,543.3333333333334,33.00666666666667,119.33333333333333,2.6666666666666665,8.912903225806451,17.201720430107528,61.69999999999998,11.399642262382038,38911.200000000004,1026.0,1037.6666666666667
25,2016-02-01,1017.0,557.0,2981.0,3.0,54.77,3.82,2.24,134.0,35.07,22.25,18.542857142857144,10.946428571428571,37.7,False,False,False,True,2,1,1046.0,1014.0,977.0,1025.6666666666667,-29.0,0.5476892822025565,561.6666666666666,33.84,126.66666666666667,3.0,7.596428571428573,18.396006144393244,51.19999999999999,10.155724118555977,38340.9,930.0,942.5
26,2016-03-01,947.0,558.0,550.0,0.0,58.92,4.91,0.0,150.0,30.55,3.67,18.458064516129035,10.051612903225807,46.5,False,False,True,False,3,1,1017.0,1046.0,1014.0,1003.3333333333334,-70.0,0.5892291446673706,569.0,33.12,140.33333333333334,1.6666666666666667,8.406451612903227,19.047619047619047,40.46666666666665,10.876029567053855,44035.5,1042.0,1021.0909090909091
27,2016-04-01,996.0,510.0,588.0,2.0,51.2,4.7,1.28,156.0,33.2,3.77,14.256666666666666,7.1433333333333335,103.1,False,True,False,False,4,2,947.0,1017.0,1046.0,986.6666666666666,49.0,0.5120481927710844,541.6666666666666,32.940000000000005,146.66666666666666,1.6666666666666667,7.113333333333332,17.085862775217617,62.433333333333316,7.300100401606426,102687.59999999999,992.0,1007.9090909090909
28,2016-05-01,966.0,569.0,529.0,1.0,58.9,4.56,0.7,142.0,31.16,3.73,14.0,7.683870967741935,47.6,True,False,False,False,5,2,996.0,947.0,1017.0,969.6666666666666,-30.0,0.5890269151138716,545.6666666666666,31.63666666666667,149.33333333333334,1.0,6.316129032258065,15.5715770609319,65.73333333333332,8.246376811594203,45981.6,1020.0,1025.909090909091
29,2016-06-01,923.0,513.0,469.0,2.0,55.58,4.65,1.4,143.0,30.77,3.28,10.89,5.16,44.2,False,False,True,False,6,2,966.0,996.0,947.0,961.6666666666666,-43.0,0.5557963163596966,530.6666666666666,31.710000000000004,147.0,1.6666666666666667,5.73,13.04888888888889,64.96666666666664,6.052621885157096,40796.600000000006,990.0,1001.0
30,2016-07-01,990.0,560.0,579.0,1.0,56.57,4.85,0.65,155.0,31.94,3.74,10.183870967741935,5.458064516129032,136.0,False,True,False,False,7,3,923.0,966.0,996.0,959.6666666666666,67.0,0.5656565656565656,547.3333333333334,31.290000000000003,146.66666666666666,1.3333333333333333,4.725806451612903,11.691290322580643,75.93333333333332,5.7605734767025085,134640.0,1023.0,1024.3636363636363
31,2016-08-01,944.0,616.0,564.0,2.0,65.25,5.12,1.28,156.0,30.45,3.62,11.158064516129032,6.296774193548386,197.1,False,False,False,True,8,3,990.0,923.0,966.0,952.3333333333334,-46.0,0.652542372881356,563.0,31.053333333333338,151.33333333333334,1.6666666666666667,4.861290322580646,10.743978494623656,125.76666666666665,7.281109896118098,186062.4,996.0,1019.7272727272727
32,2016-09-01,910.0,480.0,461.0,1.0,52.75,4.09,0.81,124.0,30.33,3.72,13.346666666666666,5.9,106.1,False,False,True,False,9,3,944.0,990.0,923.0,948.0,-34.0,0.5274725274725275,552.0,30.906666666666666,145.0,1.3333333333333333,7.446666666666665,11.562867383512545,146.39999999999998,7.04,96551.0,996.0,985.0909090909091
